text,label
"a carbon tax will apply at the wholesale level, across the country, to the full range of fossil fuels including coal, propane, natural gas, oil and diesel – based on their level of carbon emissions.",0
form integrated enforcement task force units to unite the rcmp with municipal and provincial police forces to share information and intelligence gathering techniques.,0
"for decades, successive liberal governments have undermined and under funded canada’s armed forces.",0
report routinely and openly on budgetary surpluses.,0
"in his trip to washington in late april, prime minister martin also met with the leadership of the congress, a vital centre of decision-making in the u.s. government.",0
"we will enhance access to capital, skills training and natural resources,",0
"this ecological disaster, the result of federal government mismanagement, resulted in the loss of 30,000 jobs.",0
"work-place child care spaces create other benefits, recognizing the emerging literature that children benefit enormously from time with their mothers, especially when very young.",0
"it is more cost-effective to hire temporary and short-term workers or get existing workers to work longer hours, including paid overtime, than to hire additional staff.",0
a liberal government will increase transfers to provinces and territories to ensure that canadians receive the service they need.,0
"require that, in the event of a disagreement between a minister and deputy minister on a matter of administration, the minister must provide written instruction to the deputy minister and notify the auditor general and comptroller general of the disagreement.",0
"identifying and addressing current and growing ecological threats due to population growth, invasive alien species and new substances such as pharmaceuticals that make their way into the ecosystem, at a cost of $100 million over 10 years.",0
"* require greater involvement of people dealing with personal mental health problems in research planning, policy development, program evaluation and other decisions that affect their lives and communities.",0
"this can be a strong disincentive to taking a job since the loss of benefits – both cash and services – can offset, or even more than offset, the new income.",0
does it address the needs of children?,0
"introduce environmental, human rights and labour standards into all trade agreements.",1
"we are in the midst of a cancer epidemic, and no one is willing to speak of it out loud.",0
"one can argue whether the changes are for good or for ill, but there is no doubt that many of these impacts will be devastating for the fragile northern environment.",0
these ecological systems are home to well over half of canada’s population and generate 75 per cent of canada’s manufacturing output and 25 per cent of agricultural activity.,0
"entrench the canadian wheat board as the single desk marketer for canadian wheat and barley,",0
"shorter hospital stays, earlier discharge,",0
"the skilled trades are crucial for canada’s economic future, but companies can’t find enough skilled workers.",0
"the pearson peacekeeping centre, with its principal campus on the former cornwallis military base in nova scotia, provides unique expertise and training in peacebuilding and conflict prevention for civil and military officials from many partner countries.",0
"the liberal government has been addressing these issues – e. g. , the business development bank has created a $25 million fund specifically to help women expand their businesses and to seek new market opportunities outside canada.",0
"help canadians conserve energy,",0
increase career transition resources for artists.,0
"develop partnerships with provincial and territorial governments, and labour and management organizations, to make ei a key resource for public training strategies and programs.",0
as traditional industries face overseas competition and new industries emerge.,1
"we will begin by closing what has been called the “romanow gap,” identified in mr. romanow’s report and reflecting principles that go back to the period prior to 1977 when medicare services were explicitly cost-shared between the provincial and federal governments.",0
"nevertheless, it is neither clean nor green.",0
– reducing general corporate tax rates and scheduling phase out of the corporate surtax;,0
withdraw all government funding supports and guarantees for new nuclear plants.,0
these funds must not be diverted to general revenue as was done by liberal governments.,0
it will also take a major role in making sure our borders are open and security measures are reasonable and not unwarrantedly excessive.,0
* introduce a corporate social responsibility act to regulate the mining industry requiring the highest environmental practices,0
"canadians are a trading and global people, unafraid to compete in the world and supportive of international institutions and rules that bring our world closer.",0
"the 2004 first ministers health accord committed $41 billion to health care system improvements, including $5.5 billion over 10 years to reduce wait times.",0
green party mps will: adopt animal welfare legislation to prevent inhumane treatment of farm animals including intensive factory farming methods.,0
we will:invest in the expansion of drug and alcohol addiction and prevention programs – including harm reduction programs – in partnership with the provinces and territories.,0
"jack layton and the new democrats – with a caucus team that is 40 percent female, the highest of any party in parliament - are helping to lead the struggle for equality for women at home, at work and in society.",0
"how can they justify funding cuts to the status of women and refusing to enact pay equity legislation, despite the recommendation from a two-year federal review of pay equity in canada?",0
establishing an east-west power grid to export cleaner hydro power from quebec and manitoba to coal-dependent provinces.,0
"canada’s industrial base is energy-intensive, and energy use is responsible for about 85% of canada’s greenhouse gases.",0
working with provinces and territories to respect foreign qualifications of professionals.,0
"as the only party working within a triple bottom line (economic, ecological and social) approach to every policy, our position on key environmental issues is clear.",0
"family owned and operated farms of small to medium size constitute the most reliable, high quality and economical food production system, now and into our uncertain future.",0
but canadians are beginning to worry that our children and grandchildren may not enjoy the same opportunities that we have had.,0
firearms safety training.,0
"in the ndp budget, $1.6 billion was allocated for affordable housing construction with no requirement of provincial or territorial matching funds.",0
4) achieve better health through prevention,0
"all members of the fossil fuel industry will participate in the lfe cap and trade system, as above.",0
"regenerate our air force through upgrades to the cf-18 fleet, new tactical and heavy-lift aircraft, and new maritime helicopters with enhanced multi-mission capabilities.",0
building affordable housing and providing rent supplements to low-income canadians.,0
"when our government is at its best, it represents all of us and brings us together to accomplish things we cannot accomplish alone.",0
improve access to natural and complementary health products and supplements.,0
"this act will set firm targets, and make the government accountable for achieving these targets.",0
canada committed to reduce its emissions to 6% below 1990 levels between 2008-2012.,0
individual canadians spent an estimated $17 billion out-of-pocket on their health care needs in 2002 alone.,0
one of the best ways to generate business investment in canada is by offering tax incentives for that investment.,0
"in that spirit, the prime minister has already met twice with all the premiers and territorial leaders.",0
"– foundations for economic growth – e. g. , support for major resource developments like the proposed mackenzie valley gas pipeline",0
our constitution set up a taxation system that greatly favoured the federal and provincial governments.,0
thousands of handguns are coming across the border and into our urban centres.,0
"thanks to this loophole, some mps have accumulated large, secret trust funds.",0
we believe a responsible government will see the big picture and have well-integrated policies that truly prevent crime and truly protect our communities.,0
"and in workers’ right to fair wages, healthy and safe working conditions and working hours compatible with a good quality of life.",0
jack layton and the new democrats will take action to ensure the food you buy in the store is safe to eat.,0
the liberal government’s commitment to preserve and improve canada’s health care system has also remained steadfast.,0
"under these agreements, provinces will invest federal funds in regulated early learning and child care programs for children under six.",0
jack layton and the ndp will stop the federal government from wasting millions of dollars challenging legitimate claims and painting victims as liars.,0
restore funds cut by liberal governments throughout the 1990s for shelters and transition houses for women who are victims of domestic violence.,0
"phased in over 5 years, will include increased investment and jobs in:",0
all federal grants and loans to industry will be subject to carbon conditionality clauses designed to steer all industry and manufacturing to 100% sustainability (the interface approach).,0
"just look at the facts: between 1998 and 2002, out-of-pocket spending on basic health care by canadians increased by almost 28%.",0
sustainable communities and sustainable livelihoods need healthy watersheds.,0
we are seeing leadership in canada at the provincial level.,0
canadians cannot wait for the liberal government to wake up to the growing threats to our national security.,0
"long-distance flights at high altitude and night flights will pay a carbon tax at up to twice the regular rate to cover the climate impact of nitrous oxide emissions (which convert to tropospheric ozone, a greenhouse gas) and high level cloud cover (which traps heat).",0
we just have to get moving faster.,0
and defend medicare:,0
"regrettably, the budget that followed failed to reflect the willingness of canadians to meet our long-promised overseas development assistance, putting canada even further behind the target of 0.7% of gdp than we were at the time of the disaster.",0
"responding to the commitments of first ministers in the september 2004 health accord, the provinces and territories agreed on december 12, 2005 to the following benchmarks based on medical evidence as to maximum appropriate waiting time.",0
"in lieu of mr. harper’s gst cut the ndp will: increase the child tax benefit by $1,000 per child above the currently scheduled increases and inflation adjustments.",0
all canadians should be able to feel safe and secure in their own homes and neighbourhoods.,0
"since 2002, the liberal government’s broadband for rural and northern development (brand) pilot program has helped accelerate the deployment of broadband services in close to 900 rural and remote communities.",0
it’s time for canada to reassert independent policies that respect both canadian values and our american friends.,0
liberals support the 2003 first ministers’ accord on health care renewal.,0
the successful montreal conference produced a call to action that canada – as next year’s president of the un framework convention on climate change – will be proud to lead. (see box),0
"in february 2003, the federal and provincial governments agreed on a first ministers’ accord on health care renewal.",0
work with international partners to create a united nations agency to promote and support women’s equality throughout the world.,0
"we will work co-operatively with provinces and municipalities to use new financial resources and innovative capital investment techniques, with a goal of eventually eliminating that deficit.",0
the speed with which new threats arise – sometimes from unexpected quarters – has increased dramatically.,0
we need to de-couple the perception that economic success is dependent on physical growth and build upon the benefits of a steady-state economy (non boom bust economy).,0
canada’s economy – to say nothing of its government – was increasingly hindered by mounting public debt.,0
"genuine, beneficial reform requires new approaches to primary health care (for instance, better access to doctors, nurses and clinics, no matter the time of day), home care, a reduction in waiting times and coverage for prescription drugs in situations where expenses are catastrophic to personal or family finances.",0
primarily in smaller communities and rural areas.,0
we will not be so in our time.,0
"after 2012, the tax will increase by 50% a year, and after 2015 no landfill will be allowed to operate without methane capture.",0
special measures for children with disabilities;,0
we will act on her recommendations.,0
all forest companies managing fsc certified lands will be granted a 5-year tax break for those lands upon certification.,0
"a re-elected conservative government led by stephen harper will reduce the federal excise tax on diesel and aviation fuel by half - from four cents per litre to two cents per litre - reducing the price of transportation by truck, train, plane and ship, and helping to bring downward pressure on consumer prices.",0
"recognize the success of the scientific research and experimental development (sr&ed) tax credit in spurring private investment in research and development,",0
immediately banning all animal-to-animal feed.,0
together we should be capable of developing continental strategies for greater peace and security.,0
it will implement a national system of quality child care and early learning while reducing the financial barriers to higher education.,0
"in the meantime, after helping to lead the creation of key national programs in housing, health and income security – and in support of provincial priorities in post-secondary education and public infrastructure development – the federal liberal government walked away from its responsibilities in the mid-1990s.",0
"to address the crucial needs of canadian women, jack layton and the new democrats will: improve fairness for women at work:",0
"public health – the march budget provided more than $1 billion to support public health, including the creation of a new canada public health agency, which will be comprised of centres of excellence located across the country.",0
"at the same time, we need better social and economic integration of new canadians, including language training, the upgrading and recognition of their professional and technical credentials, and critically important first job experience in the canadian work environment.",0
"like all canadians, seniors have fundamental rights and freedoms that deserve protection.",0
"and, many canadians recognize that offenders are often unaccountable to the community upon their release from prison.",0
a conservative government will set fixed election dates every four years.,0
2. appoint a job protection commissioner to investigate major layoffs and shutdowns.,0
"we must demand better ethics and integrity in government, and a cleaner, more accountable, more democratic political system.",0
canada also lagged behind in the effectiveness of regulations covering toxic and chemical waste.,0
"this revenue will be a source of stable, predictable funding so that municipalities can make long-term financial commitments to undertake major new infrastructure projects.",0
"we no longer need to ask people to imagine its effects, for now we can see them. . .",0
"we used to have a successful generic drug market in canada, but changes to the patent laws have almost wiped it out.",0
their claim: that these tax cuts would help improve canada’s productivity.,0
betting a few billion can make the rich very much richer indeed.,1
canadians lost 10 percent of our hospital beds the following year and today we have a wait time crisis in our health care system.,0
"and, for the first time, will provide a one-stop shop for both federal and provincial efforts in the u.s.",0
"we see the possible, and we are determined to pursue it.",0
- patient wait-time reduction targets for priority procedures identified by provinces are established by the end of 2006.,0
"to make canada’s communities safer, jack layton and the ndp will introduce an omnibus safe communities act, including:",0
"in quebec’s system, community-based organizations provide child care at a moderate fee.",0
"provide grants for 50% of the cost of solar thermal roofs or walls including solar hot water, as in sweden; green mortgage loans for the remainder of the cost.",0
"reaffirm and enforce the oil tanker moratorium on bc’s inland coast, including the north coast inside passage and hecate strait.",0
small business is the engine of the canadian economy,0
a re-elected conservative government led by stephen harper will take additional steps to ensure that canada's communities and hospitals have more doctors and nurses where they are most needed.,0
"the goal is to make canada a world leader in wind energy utilization, so that within a decade, five per cent of canada’s electricity will be generated by wind.",0
the largest recipient of canadians aid this year was afghanistan.,0
the housing provided must be designed with energy conservation in mind.,0
"end “venetian blind” trusts that allow ministers to remain informed about their business interests,",0
"paul martin and the liberals have: abolished the national housing program, which, over its 20-year life, built housing in which 2.2 million canadians live and,",0
without criminalizing responsible citizens.,0
"making canada safe for first nations, métis and inuit women,wherever they are, by taking immediate action on the recommendations of the amnesty international’s stolen sisters report and by supporting efforts of native women to develop healing centres and educational and training opportunities.",0
"from the $250 million sponsorship program, to the scandalous waste and mismanagement of the $1 billion hrdc grants boondoggle, to the ineffective $2 billion gun registry, nearly every audit turns up more examples of liberal mismanagement.",0
* assist farmers in adapting to the unavoidable impacts of climate change by:,0
we must begin to measure the results obtained for the infrastructure money spent.,0
it is important to ensure that lower-income canadians are able to cope with any potential increase in their energy costs.,0
"to seize the potential of new canadians, a paul martin government will implement the following plan.",0
we will implement the following programs:,0
"created stronger governance of crown corporations, including a merit-based appointment process for chief executive officers, directors and board chairs.",0
it’s time to end the liberals’ creeping privatization of health care,0
placing a priority on peacekeeping and peacemaking operations conducted under un auspices.,0
"putting a price on carbon will spur our industry to pollute less, either by using cleaner energy or innovating to become more energy efficient.",0
"supporting people in the health sector who want to upgrade their skillsthrough training leaves, facilitated by employment insurance.",0
the review will be completed this fall.,0
"remove immediately all subsidies to coal, oil, gas and coalbed methane.",0
"however, the kyoto protocol is an ongoing international effort, and we must build momentum now in order to close that gap in the next phase of the agreement, after 2012.",0
"but one of its limitations is that while putting money in your rrsp saves you taxes when you invest, you can pay even higher taxes when you withdraw your investments.",0
"raise the threshold for the small business tax rate from $300,000 to $400,000,",0
revenue from the carbon tax will allow the green party government to reduce payroll taxes and reduce this perverse incentive.,0
it began in october 2005 when ed broadbent introduced the first-ever ethics plan by a federal political party aimed at restoring ethics and accountability to politics in canada.,0
the ice bounces back the sun’s rays (the albedo effect).,0
it’s time for a new approach.,0
"triple canada’s contribution to the global fund to fight aids, tuberculosis and malaria.",0
landfill gas accounts for 4% of canada’s emissions.,0
"it is time for a government that focuses on the needs of communities that depend on farming, lumber, mining, and fishing – sectors vital to ensuring canadian prosperity.",0
"appoint a procurement auditor to ensure that all procurements are fair and transparent, and to address complaints from vendors.",0
funds for forestry industry modernization and community relief;,0
we will reverse the conservative and liberal governments’ refusal to sign the declaration.,0
this trend is attributable mostly to the rise in demand from emerging economies.,0
"the well-being of canada’s middle class is threatened as the gap between the rich and the poor widens and middle class families find it harder to meet all their needs, in terms of both money and time.",0
this will establish: a long-term target to reduce canadian greenhouse gas emissions to 80% below 1990 levels by 2050.,0
smog is getting worse across southern british columbia and along the swath from windsor through to the atlantic provinces.,0
and attract better and higher-paying jobs.,0
"to help ensure canadians will have adequate and affordable housing, jack layton and the new democrats will:",0
greenhouse gases are gases that trap heat within the atmosphere and thus contribute to climate change.,0
"to this end, we will: – establish a national renewable fuels standard that will call for minimum of 5% mix of renewable fuels in gasoline and diesel by the end of 2010.",0
strengthen the arts in canada by:,0
r) specifies that research leading to the development of new cultivar varieties and animal breeds remains in the public domain;,0
2020: 186 mt reduction (47% below today),0
"we advocate a renewed federal government role in water management, focused on strong regulations and programs created in collaboration with provincial and municipal governments.",0
we are investing in lifelong learning so that canadians can keep ahead of the curve as technology progresses and as the demand for specialized skills evolves.,0
"the green party of canada believes canada has, under the harper government, strayed dangerously far from our roots as a peacemaker.",0
"in 2004, $1.9 trillion was traded every day in global currency markets.",1
"•a belief that it is the responsibility of individuals to provide for themselves, their families and their dependents,",0
a fundamental obligation of government is the protection of public safety.,0
"took a number of steps to protect the safety of women and children, including tighter parole rules for inmates serving life sentences;",0
they were proven wrong three times.,0
and to restore via rail service to all major regional cities.,0
a conservative government will introduce a family support policy that gives parents true choice in child care.,0
and have begun to reform our democratic institutions.,0
"deadlines have been missed for the development of new health care indicators for timely access, quality, sustainability, and health status and wellness.",0
"yet, their central importance to our economy and our collective life as a country has been too often ignored.",0
"and a healthy, liveable environment.",0
they need information and training with respect to the needs of the care receiver.,0
"the liberal plan is bold, it is achievable, and it will improve canadians’ quality of life.",0
the government has also worked steadily to secure the re-opening of the u.s. and other markets to all canadian beef.,2
"european nations, such as the netherlands, sweden, and ireland, offer their citizens free post-secondary education or very nominal tuitions because they see it as a social good and an investment in the future.",0
ensuring that workers’ pensions are protected by introducing changes to eliminate the practice of employer-contribution holidays and to tighten the rules to prevent employer underfunding of pension plans.,0
"to help producers face these challenges, the liberal government has provided more than $3.3billion in special payments to bolster farm incomes, especially in the cattle sector and for grains and oilseed producers.",0
"ensuring women have access to safe, therapeutic abortion services.",0
"the gst affects everyone – families, seniors, and young people just getting started in life.",0
support a national research agenda through the canadian institutes for health research for the development of future wait time benchmarks and for research on the management of wait times and better patient-centred access.,0
"more delays and restrictions for family reunification,",0
"even if they do not, the federal government will provide a per capita share of funds to support existing provincial or territorial programs that embody the quad principles.",0
the crisis in darfur is crying out for global intervention and canadian statesmanship.,0
"in contrast, paul martin and the liberal government have allowed key deadlines in the accord to slip by.",0
the liberal government has focused its investments at the earlier stages of the innovation process where the private sector tends to under-invest.,0
the health of canada’s population today and in the future depends on the environmentally sustainable production of wholesome food.,0
sweden followed in 1991.,0
mining’s positive contribution is not limited to rural and remote areas.,0
canadians can now count on having their public pensions even as the population ages in the decades ahead.,0
"while other laws such as the hazardous products act (hpa) and the food and drugs act (fda) can sometimes be used to regulate such products, these laws are inadequate in addressing the human health and environmental risks.",0
"as a result, the government will: – consider it a violation of the canada health act if a physician provides the same medically-necessary services to some patients on a privately paid basis and others on a publicly-insured (medicare) basis, if such “dual practice” undermines access to publicly-insured services.",0
"with additional support, the program will encourage witnesses to step forward to put violent offenders behind bars.",0
"a conservative government will: support regional development agencies, like acoa, wed, fednor and ced-q, and maintain their current funding levels.",0
putting resources in place to end lengthy delays in processing applications from some overseas posts such as beijing and delhi.,0
– require a phased-in substitution of canadian ethanol from local inputs for non-renewable fuel sources to 10% of motor vehicle fuel by 2010 and target increases in reliance on biodiesel fuel.,0
* guarantee people the right to draw up a “living will” that gives them the power to limit or refuse medical intervention and treatment so the person has the choice to die with dignity.,0
green party mps will: declare canada a nuclear free zone.,0
"and that provinces should be given the right to opt out of the federal program with compensation,",0
"beyond that, the people who have helped build canada deserve better.",0
"economies of scale can be achieved through creating centralized wait lists, moving from a paper system to electronic technology to share information, addressing the staffing shortage and in some cases, the facility and equipment shortages.",0
"and an agreement with the province of ontario that included significant new funds for immigration settlement, higher education, affordable housing and the environment.",0
the effect of a witb is to encourage individuals to move from social assistance to the labour force by allowing them to keep more of the money they earn.,0
second-track diplomatic efforts to build constructive relationships between the two communities are required.,0
"all aboriginal communities to have, by 2008, clean water and adequate housing.",0
the chief electoral officer estimates millions of dollars may be held in these trusts.,0
legally recognize the legitimacy and jurisdiction of indigenous governments.,0
"initiating discussions on the commitments for industrialized countries in the period beyond 2012, when the first period of the kyoto protocol ends.",0
"for centuries, family farms were the foundation of our society and economy.",0
we will also create a scholarship program to support those who already have graduate degrees in engineering and the natural and health science to also acquire business and management training via mba studies at canadian universities.,0
"for example, sheila copps, a former deputy prime minister, was defeated by one of paul martin’s cabinet supporters in a nomination race that left many questions about its fairness.",0
"when canada embarked on reducing its deficit, the government told us the resulting freedom would help us build the country we wanted.",0
"eliminate the loopholes that enable canadian corporations to avoid paying the taxes they owe by running their finances through international tax havens, as spelled-out in the auditor general’s report.",1
paul martin and the liberals have: undermined equality for lesbian and gay couples by moving towards a vague “civil union” legal option to get around court rulings in ontario and british columbia and by eliminating civil marriage forever for both same-sex and opposite-sex couples.,0
we will also reform the tax system to make it fairer to working canadians.,0
these initiatives are important steps toward a revived and robust military.,0
carbon conditionality clauses.,0
"however, we also believe what canadians believe—true security within a democratic society will be gained from good governance and fair procedures that are administered according to the rule of law.",0
the new bonus will provide an additional cash grant upon completion of a recognized red seal apprenticeship program.,0
support the technology transfer efforts of canadian universities to ensure that research ideas are more effectively transformed into commercial opportunities.,0
the economic strategy of a liberal government will be focused on things that help to generate new ideas and their innovative application.,0
"fund energy retrofits for museums, universities, schools and hospitals.",0
it is part of how we canadians define ourselves.,0
"in the short term, for example, the ad-hoc adjustments implemented by the martin government have produced a gross anomaly in saskatchewan that needs to be addressed.",0
establish and increase funding for fednor as a fully independent regional development agency with a new mandate to invest exclusively in northern ontario.,0
the cumulative five-year cost of the initiatives in the platform is estimated to be approximately $26 to $28 billion (table).,0
toughened provisions for dangerous offenders to ensure that the most violent predators are imprisoned indefinitely,0
we must restructure our agricultural markets to sustain farming and provide farm families with a fair share of the consumer food dollar.,0
"we reduced taxes on business,",0
a conservative government led by stephen harper will insist on accountability under the health accord.,0
and appropriate skills and trades training at the secondary and post- secondary levels.,0
"passed the clarity act in 2000, helping to secure the unity of canada.",0
the auditor general will be given the authority to examine the affairs of crown corporations and government-funded foundations.,0
"green party mps will: provide increased support for integrated border enforcement teams made up of officers from the rcmp, canada border services, u.s. customs and the u.s. coast guard in their gathering of intelligence and arresting of gun smugglers.",0
– not with mr. harper’s idle words or by taxing you and your family,0
"we must ensure that commitments, like the ones made in kelowna, are delivered in a timely fashion.",0
and more heavily penalize street racing.,0
"liberal governments have followed each of these common sense principles, first in providing a $100 billion tax cut over five years beginning in 2000 – a tremendous dividend from the fiscal turnaround led by paul martin as finance minister.",0
"investment in the oil sands alone is projected to be $45 billion over the next 10 years, making it by far the largest attractor of private sector investment in canada.",0
accelerated capital cost allowance for green technologies:,0
"unless government acts soon, areas like the south okanagan, canada’s only area of true desert, wilderness in labrador, or the flathead in british columbia, will no longer be available for protection.",0
the opportunity to do that is greater now than it has been at any time since the end of the second world war.,2
but we also know we cannot take this natural environment for granted.,0
"require all federal vehicles to become super-energy efficient, moving to evs or phevs.",0
* eliminate bureaucratic barriers of misunderstanding and prejudice for hiv positive foreigners to visit canada.,0
