text,label
"Ensure a supply of affordable childcare premises by requiring housing developers to provide a monetary contribution or provide a site to local authorities for childcare facilities, the location and type of which will be decided in consultation with the County Childcare Committees.",38
and for getting the best use of healthcare resources.,38
We will require all new cars sold in Australia in volume to carry an Australian National Car Assessment Program (ANCAP) star safety rating.,29
unemployment,50
"The U.S. will continue to demand the complete, verifiable, and irreversible dismantlement of North Korea’s nuclear weapons programs with a full accounting of its proliferation activities.",4
"Introduced private sector expertise into the prison environment through the contract management of Mt Eden Corrections Facility, exposing our prison service to new ideas and innovation.",19
and with it our reliance on nuclear power.,34
"John Kerry, John Edwards and the Democratic Party believe in a stronger, more prosperous America for all our people.",53
"We want to make sure young people stay in education, work, or training and don’t drift away from school and onto welfare.",39
" Delivered little reform over nine years, other than a plan of inaction on water, which led to shortages and further deterioration of water quality.",18
Failure rates at universities and particularly colleges are so high that many are left stranded after spending time and money studying.,40
"We have a stake in bridging the gap between the pace of innovation and the development of rules of the road governing the most consequential domains of technology, from cyberspace to artificial intelligence to synthetic biology.",29
"We have begun the roll-out of the Housing Assistance Payment (HAP), in 18 local authorities, allowing families to work without losing their entitlement to housing support.",38
"We are also committed to building over 34,000 social, affordable and market houses on Crown land in Auckland over the next 10 years",28
net neutrality is important for an open internet.,10
We will continue to work with stakeholders on the further development of this initiative.,38
Homeownership is a key way to support Canadian families.,55
13. Privatisation. Sell state businesses where private firms can serve customers better,19
Ensure appropriate funding for NGOs working to assist operational and behavioural change in businesses.,34
"and partnering with hapū, iwi and Māori organisations",48
The withdrawal of New Zealand from free trade agreements that favour multinationals over local production or prevent support for locally owned businesses.,24
"The argument that HS2 is needed to provide extra capacity has just weeks ago been questioned by the House of Lords Economic Affairs Committee, which concluded that: ‘the Government has not made a convincing case for why this particular project should go ahead.’",34
To help achieve better work-life balance we will:,50
"But unlike the current Government, which would extend free healthcare just to age 13, the Green Party will take it right through until a young person's 18th birthday - ensuring that both the critical periods of early childhood and adolescence are covered.",38
"We will consider carefully the results of the first year review and work with other parties, in Scotland and at Westminster, to ensure effective regulation of the media on a nonpolitical basis.",14
• Created 2000 jobs during the recession through state housing upgrades.,50
Alternative forms of energy are part of our action agenda to power the homes and workplaces of the nation.,34
"Transform prisons into places of rehabilitation, recovery, learning and work, with suitable treatment, education or work available to all prisoners;",46
Regulated mobile termination rates to encourage more competition among mobile phone companies.,21
Car accidents alone cause horrendous injuries that can change for ever the lives of those hurt and their families.,37
The communications regulator ComReg will have the ability to impose much greater financial penalties on telecom operators.,21
"• Carry out research into the nature, incidence and needs of people with disabilities in New Zealand.",54
New allowance to replace Baby Bonus,44
"promote coast-guard type developments of the Naval Services and the Air Corps, with emphasis on fishery protection, search and rescue, policing duties e.g. rug interdiction;",4
Our first urgent task will be to address the immediate funding crisis.,38
"There has been a dramatic increase in the number of homes covered by flood insurance, more than 78 per cent compared to just 3 per cent in 2006.",29
We will remove the spouse’s means from the means test for the Carers Allowance payment.,38
"Health Savings Accounts allow people to save, earn interest, and spend tax free on their health care needs.",20
"Discourage unsustainable “one-off housing” sprawl, favouring villages or other traditional housing clusters in rural areas through a new National Spatial Plan",14
"We will keep clear records of the decisions made by ministers personally, so that there can be no subsequent conflict, confusion or denial of responsibility on such basic matters.",16
"the Queen and her successors will remain as Head of State of Scotland, as defined within the written Constitution,",12
Establish an ICT advisory service to provide schools with high quality ICT advice and support.,40
With the $69 million announced in Budget 2014 NZTE will intensively engage with 700 companies by June 2016.,20
It will increasingly determine Australians employment prospects and the opportunities available to them in the workplace.,29
"Our vision for a more equal health system involves the rollout of a fully functioning system of primary care, free at the point of access.",38
All authorities making decisions under resource management legislation should be required to provide a written statement explaining the basis of their decisions.,35
"The UK has been a leader in international trade for centuries, long before the European Union.",9
The Greens plan for a confident Australia includes a commitment to: Pursue an independent foreign policy that puts the needs of Australians first,42
The Nationals will ensure that our regional roads are safer.,29
The current target of eighteen weeks between referral and first appointment is far too long.,38
Promote personnel exchanges,46
100 years on from the founding commitment to “cherish all children of the nation equally” we will ensure the SNA role is developed into that of an Edu-Carer helping the child to develop and thrive.,40
and prevent disproportionate police responses to protest.,46
"We will also ensure that there is careful monitoring of the performance of the institutions in this area (such as Microfinance Ireland and the SBCI) so that we continually update our knowledge on the needs of enterprise, as they emerge, as we move to deliver this ambitious target.",20
The Green Party affirms that:Structural discrimination against women must be undone.,37
Place a cap on the amount of water that can be returned to theenvironment through buybacks;,35
-We will make the Living Wage mandatory across all government departments.,30
"We will: Ensure teachers, social workers, police officers and health workers in areas where there is high prevalence of female genital mutilation or forced marriage are trained to help those at risk.",46
"repairs and the construction of new units,",38
Social justice and environmental protection play a central role in economic growth and development.,34
to free up cash for investment in Scotland’s housing.,38
The Coalition will always be resolute in protecting our borders and we will stick to the policies that work.,46
"And we have launched the largest, longest-running infrastructure program in Canadian history.",29
along with faster approval processes.,16
Labor’s Regional Innovation Fund will kick-start a range of initiatives to expand the role of the Central Coast region in the national innovation and jobs effort.,20
so that they can see how it is both aware of and vindicating their rights.,46
"Freed frontline officers from paperwork by providing smartphones and tablets, allowing more time on the beat and delivering over 500,000 extra frontline hours a year - equivalent to 354 extra officers.",46
We’re using healthcare dollars more efficiently,16
"and $110 million to provide, with the states a national system of diverting drug users into compulsory expert assessment and onto education and treatment as an alternative to being caught up in the criminal justice system.",38
"We are committed to supporting a sustainable increase in the annual housing output,",26
Only one in four children and young people are able to receive help from a mental health professional.,38
We will devolve as many powers as possible to schools and give them more control over their budgets.,16
2. Good teachers are paramount The quality of education is almost entirely dependent on the quality of teaching.,40
as well as the policy direction of expropriation without compensation.,19
Yet the challenges still facing our country are immense.,43
we've continued to increase transfer payments to the provinces and territories for health care and education as we promised.,14
"We will oppose in all its forms the ‘hostile environment’ of the UK immigration system,",43
Labour’s fiscal strategy provides for a €500 million Jobs Fund to finance a series of pro-jobs initiatives that involve elements of current expenditure.,27
"This includes nations in the Pacific which have contributed little carbon pollution to the atmosphere, but are feeling climate change in their everyday lives already.",6
"In the 1990s, the EU and our government promoted diesel vehicles, claiming they were more env ronmentally friendly because they produced less carbon dioxide.",17
"We propose no increases in income tax for people earning less than €100,000.",53
-• recognize the importance of families and good parenting to children in policies that protect and strengthen the family;,44
deporting veterans who have fought to defend our freedoms;,43
Require annual benefit reapplication to reduce fraud,39
The Labour government put a cap on the number of Ngā Kura Kaupapa that could be opened shutting off parents ongoing access to Te Reo after Kohanga.,48
"They lack access to resources, employment opportunities, advancement and academic achievement.",37
"This would relieve the burden of debt servicing from councils,",32
"The Irish language is a key part of our artistic tradition, and this will also be supported by Labour in government.",36
Pursue measures to provide full employment (with full employment the unemployment benefit would not be needed).,50
CND estimate the cost may even be as high as £205 billion.,4
"We will revitalize and expand the Obama-Biden Administration’s Global Health Security Agenda,",6
"Modelling shows that an extra 30 percent or 12,000 children could eventually be enrolled, taking the total to over 50,000.",40
charged with the remit of delivering efficiency and overseeing internal audit and efficiency benchmarks.,16
and is grossly unfair.,37
it would give the green light to deregulation undermining UK manufacturing;,21
Overloading by heavy duty vehicles is destroying our roads.,29
The ANC concentrates on equality of outcomes.,37
"This means long commutes, less time and higher transport costs.",37
"We can encourage higher private ownership of this smart green technology by adopting a clear deployment strategy for electric vehicles — including plug-in hybrids, battery electric, and fuel cell electric vehicles.",34
"We will work to end the “American-style” attack politics that is slowly becoming the norm in Canada, slashing the budget of the Prime Minister's Office (PMO) by 50 percent.",11
"Terminating all current negotiations for free trade and investment agreements, including the Trans-Pacific Partnership Agreement.",24
Careful implementation of our aquaculture reforms is an important step to help the industry reach its $1 billion target by 2025.,52
We will make sure people are treated equally at work by: Requiring employers to devise and implement plans to eradicate the gender pay gap –,37
"In President George Bush's America, unfortunately, too often you need special privileges if you want opportunity.",18
"We pledge to continue this close association and to advance mutually beneficial trade agreements throughout Latin America, promoting economic development and social stability there while opening markets to our goods and services.",0
Reduced the waiting times for these appointments.,38
National is committed to supporting students,40
This will create a long-term crisis in Australia’s ability to maintain a first world standard of workmanship on critical specialist services.,29
"3,000 new, affordable homes a year are on the way;",38
"moving from grievance to development mode in respect of Treaty of Waitangi claims,",55
"Despite reform, the Common Fisheries Policy has failed to deliver the economic or environmental objectives necessary",52
"SNP MPs will call for the UK government to redouble its efforts to tackle the international development challenges stemming from climate change,",35
"Disaster relief, like drought relief, must be properly managed and must be used to assist all food producers during natural disasters.",52
Making these increased English language teaching resources available to the parents of students,40
The Greens oppose foreign ownership by wholly owned subsidiaries of foreign governments,52
encourage efficient alternative-fueled vehicles;,35
"After decades of under investment in our health system, we now have one of the highest levels of public capital spending in the developed world.",38
reverse teaching cuts in second level.,40
Rolling out the Deadly Choices program to help Indigenous Australians make healthy lifestyle choices.,48
They have made no secret they want us all to pay more to see the doctor and the indexation freeze will ensure this happens.,38
Provide adequate funding for the National Education Welfare Board to increase the number of Educational Welfare Officers to combat school absenteeism and low attendance.,40
"We will amend laws so that registered organisations and their officials have to play by similar rules, to make similar disclosures and be subject to similar penalties as companies and their directors.",51
"Pacific Alliance (Chile, Colombia, Mexico and Peru)",25
Increase funding to the Green Climate Fund by €13m to ensure Ireland fulfils its obligations to climate justice.,35
Ensure adequate facilities to enable agricultural colleges and local training centres to achieve best educational practice,40
"1. A new top tax rate of 40 percent above $140,000",37
We can cut 3. 7 Mt from other combustion of fossil fuels.,35
Reverse the damage to universities and academics by changing the country’s course away from a hard Brexit.,7
"We have identified a series of distortions, loopholes and excessive reliefs that should be removed.",37
UnitedFuture believes that if this trend continues New Zealanders may be shut out from interacting with and enjoying the environmental diversity and recreational opportunities that this country has to offer.,36
"It allowed all of us, whether we were rich, or poor, to be all we were capable of being.",40
"We will: Increase our Early Years Pupil Premium to £1,000 per pupil per year.",40
"Unfortunately hate crimes and racist attacks occur much too often, threatening any attempts to build a fully inclusive and shared society.",48
"Step up measures in the fight against corruption within society, the state and private sector, including measures to to ensure politicians do not tamper with the adjudication of tenders.",46
"a more humane world,",5
These measures will significantly reduce the cost burden on families and prevent those who fall seriously ill from experiencing significant charges for their medication.,38
"For more details, see our 21st Century Schools policy.",40
"Today, our people compete with workers on every continent.",6
"Hywel Williams protected Bangor University international student Shiromini Satkunarajah from deportation by securing 171,000 signatures on a petition and putting pressure on the Home Office to release her.",43
"We believe that shale energy has the potential to do the same thing in Britain, and could play a crucial role in rebalancing our economy.",29
and back our ability to take on the world and win.,42
"Each consortium would receive seed funding of up to $500,000 per year for three years, which must be matched at least dollar-for-dollar with funding from the consortium or other sources.",29
It’s simply not good enough.,29
"Public bike schemes link up existing infrastructure, are environmentally friendly, and are in line with our vision for a ""Healthy Ireland"".",35
"Thousands of young people cannot afford to buy a home from their own resources, especially in the cities.",38
The Māori Party will advocate for greater acceleration in the identification of Crown land by LINZ.,16
Supporting businesses with expert advice through Business Mentors NZ,20
"While other political parties have offered only minor tweaks to address child poverty and inequality, we will make the major changes needed to deal with these challenges",37
skills development and,29
"Devolved administrations in Edinburgh, Cardiff and Belfast exercise greater powers than equivalent governments elsewhere in the democratic world.",14
"We have made signficant progress in meeting the NDP goal of graduating at least 5,000 doctoral graduates annually by 2030.",22
This dependency worked because government saw that it had a role to play in supporting the development of civil society.,38
Our standards for rented housing are among the lowest in the developed world. 2,21
"This will include supporting more people to remain at home at the end of their life, including those who are terminally ill with the greatest care needs.",38
It's not like the oil found in New Zealand's deep seas will be used to fuel our cars and industries.,34
"While the best Malcolm Turnbull will do it take selfies on public transport, Labor will actually build it.",29
"We will improve co operation between police forces and work more closely with Britain's European partners to combat international crime, terrorism, drug trafficking and fraud.",46
 Have education agencies actively engaging when schools are identified as potentially failing students.,40
Invest 6€ million under the NDP to address the public good aspect of the agri-food,35
"We will enact a uniquely American reform of the health care system to control costs and make health care affordable; ensure quality and choice of health care providers; cover all Americans regardless of preexisting conditions; squeeze out waste, bureaucracy and abuse;",37
• Consider ways of attracting expatriate New Zealanders with relevant business skills to return home.,20
We have delivered unprecedented level funding for arts and culture and will continue to confirm our support for the arts and culture via significant funding over the lifetime of the next government.,36
We will ensure the Electoral Register is accurate and up to date through the automatic registration of all individuals when they turn 17 years of age,16
We will give employees new rights to consultation and participation in decisions and give companies and their employees access to advice on the forms of partnership which best suit them.,50
. This will seek to overcome health and wealth inequalities evident in contemporary Irish society .,37
ensuring a fair price for solar,21
The latter poses the risk of an increased reliance on an exploited immigrant workforce,50
"500,000 New Zealanders receive some form of retirement income.",38
